Absolute_Position,Normalized_Position,Utterance_Length,Utterance_Length_Unique,Utterance_Length_Stemmed_Unique,Is_Starter
8,1.0,8,8,8,False
1,0.3333333333333333,11,11,10,True
2,0.6666666666666666,35,27,25,False
3,1.0,16,15,15,False
1,0.25,15,12,12,True
2,0.5,87,63,56,False
3,0.75,9,9,8,False
4,1.0,102,67,61,False
1,0.25,19,16,15,True
2,0.5,150,109,99,False
3,0.75,70,49,47,False
4,1.0,30,22,22,False
1,0.3333333333333333,59,49,46,True
2,0.6666666666666666,41,34,34,False
3,1.0,14,13,13,False
1,0.3333333333333333,71,43,43,True
2,0.6666666666666666,37,31,30,False
3,1.0,15,13,13,False
1,0.3333333333333333,12,11,11,True
2,0.6666666666666666,79,58,54,False
3,1.0,201,108,92,False
1,0.16666666666666666,52,43,42,True
2,0.3333333333333333,61,52,46,False
3,0.5,62,47,46,True
4,0.6666666666666666,51,38,36,False
5,0.8333333333333334,3,3,3,True
6,1.0,68,51,48,False
1,0.2,142,85,79,True
2,0.4,101,70,67,False
3,0.6,26,22,22,False
4,0.8,33,27,27,True
5,1.0,7,6,6,False
1,0.25,233,148,138,True
2,0.5,27,23,22,False
3,0.75,113,75,71,False
4,1.0,20,16,16,False
1,0.25,27,20,20,True
2,0.5,39,34,33,False
3,0.75,98,72,70,False
4,1.0,22,18,16,False
1,0.25,17,16,16,True
2,0.5,80,54,50,False
3,0.75,16,9,9,True
4,1.0,10,10,10,False
1,0.3333333333333333,27,23,23,True
2,0.6666666666666666,113,76,67,False
3,1.0,20,17,17,True
1,0.3333333333333333,11,11,10,True
2,0.6666666666666666,35,29,28,False
3,1.0,49,38,33,False
1,0.2,51,41,38,True
2,0.4,314,162,134,False
3,0.6,2,2,2,False
4,0.8,97,62,56,False
5,1.0,15,13,13,False
1,0.16666666666666666,82,57,54,True
2,0.3333333333333333,16,16,16,False
3,0.5,149,76,72,True
4,0.6666666666666666,95,67,64,False
5,0.8333333333333334,53,42,42,True
6,1.0,116,67,64,True
1,0.25,93,62,57,True
2,0.5,53,40,38,False
3,0.75,22,21,21,False
4,1.0,17,15,15,False
1,0.2,17,16,16,True
2,0.4,147,89,84,False
3,0.6,13,12,12,True
4,0.8,4,4,4,False
5,1.0,5,5,5,False
1,0.2,36,30,29,True
2,0.4,119,73,65,False
3,0.6,40,30,27,True
4,0.8,118,80,73,False
5,1.0,100,67,65,False
1,0.25,21,17,17,True
2,0.5,103,70,65,False
3,0.75,15,14,14,True
4,1.0,23,21,21,False
1,0.25,63,50,45,True
2,0.5,50,38,36,False
3,0.75,55,47,45,True
4,1.0,33,26,26,False
1,0.2,26,20,20,True
2,0.4,42,35,33,False
3,0.6,7,7,7,True
4,0.8,252,138,113,False
5,1.0,10,10,10,False
1,0.25,10,10,10,True
2,0.5,29,26,25,False
3,0.75,27,22,22,True
4,1.0,13,13,13,False
1,0.3333333333333333,42,31,31,True
2,0.6666666666666666,18,15,15,False
3,1.0,8,6,6,False
1,0.3333333333333333,14,13,13,True
2,0.6666666666666666,23,21,21,False
3,1.0,23,19,18,False
1,0.25,19,16,16,True
2,0.5,22,20,19,False
3,0.75,1,1,1,False
4,1.0,54,50,48,False
1,0.25,21,19,18,True
2,0.5,12,11,10,False
3,0.75,7,6,6,True
4,1.0,14,14,13,False
1,0.25,58,39,37,True
2,0.5,43,34,33,False
3,0.75,9,9,9,True
4,1.0,30,21,20,False
1,0.3333333333333333,56,41,38,True
2,0.6666666666666666,79,56,51,False
3,1.0,67,52,49,True
1,0.25,27,25,25,True
2,0.5,41,34,32,False
3,0.75,21,19,18,False
4,1.0,22,19,18,False
1,0.25,12,10,10,True
2,0.5,54,45,43,False
3,0.75,20,16,16,False
4,1.0,18,16,16,False
1,0.3333333333333333,45,38,34,True
2,0.6666666666666666,37,31,28,False
3,1.0,16,15,15,False
1,0.25,103,69,67,True
2,0.5,42,35,31,False
3,0.75,52,39,38,True
4,1.0,17,15,15,False
1,0.25,142,82,78,True
2,0.5,34,28,28,False
3,0.75,22,18,18,False
4,1.0,51,44,42,False
1,0.16666666666666666,44,35,35,True
2,0.3333333333333333,49,35,35,False
3,0.5,135,85,84,True
4,0.6666666666666666,12,11,11,False
5,0.8333333333333334,54,43,42,True
6,1.0,9,9,9,False
1,0.3333333333333333,35,31,28,True
2,0.6666666666666666,68,50,48,False
3,1.0,10,9,9,True
2,0.6666666666666666,21,19,19,True
3,1.0,16,15,15,False
4,1.3333333333333333,13,12,11,False
1,0.16666666666666666,64,42,40,True
2,0.3333333333333333,45,36,35,False
3,0.5,70,43,40,True
4,0.6666666666666666,11,10,10,False
5,0.8333333333333334,9,9,9,False
6,1.0,3,3,3,True
1,0.14285714285714285,46,38,35,True
2,0.2857142857142857,57,45,43,False
3,0.42857142857142855,124,90,88,True
4,0.5714285714285714,41,34,34,False
5,0.7142857142857143,4,4,4,False
6,0.8571428571428571,91,55,54,True
7,1.0,6,6,6,False
1,0.3333333333333333,22,16,16,True
2,0.6666666666666666,51,35,32,False
3,1.0,49,36,34,False
1,0.3333333333333333,30,24,23,True
2,0.6666666666666666,86,59,55,False
3,1.0,21,19,18,False
1,0.2,34,28,26,True
2,0.4,8,8,8,False
3,0.6,50,43,41,True
4,0.8,18,18,18,False
5,1.0,82,54,51,False
1,0.25,58,36,35,True
2,0.5,35,27,27,False
3,0.75,17,15,14,True
4,1.0,58,38,33,False
1,0.16666666666666666,154,88,80,True
2,0.3333333333333333,123,68,61,False
3,0.5,11,11,11,False
4,0.6666666666666666,10,10,10,False
5,0.8333333333333334,16,15,15,False
6,1.0,61,44,39,False
1,0.25,69,58,55,True
2,0.5,12,12,12,False
3,0.75,15,15,15,True
4,1.0,4,4,4,False
1,0.25,6,6,6,True
2,0.5,61,46,44,False
3,0.75,58,45,43,False
4,1.0,39,29,27,False
1,0.3333333333333333,6,6,6,True
2,0.6666666666666666,96,62,58,False
3,1.0,6,6,6,False
1,0.16666666666666666,13,11,11,True
2,0.3333333333333333,20,18,18,False
3,0.5,25,22,22,True
4,0.6666666666666666,15,14,14,False
5,0.8333333333333334,14,12,12,True
6,1.0,8,7,7,False
1,0.3333333333333333,40,33,31,True
2,0.6666666666666666,37,33,32,False
3,1.0,85,62,60,False
1,0.25,100,70,65,True
2,0.5,64,50,47,False
3,0.75,21,17,16,True
4,1.0,23,21,21,False
1,0.3333333333333333,45,34,33,True
2,0.6666666666666666,29,25,25,False
3,1.0,30,26,25,False
1,0.2,40,29,29,True
2,0.4,18,17,16,False
3,0.6,57,49,45,False
4,0.8,52,40,40,True
5,1.0,98,63,61,False
1,0.25,17,15,15,True
2,0.5,42,35,30,False
3,0.75,30,25,23,False
4,1.0,31,29,28,False
1,0.25,44,40,39,True
2,0.5,140,67,65,False
3,0.75,25,23,22,True
4,1.0,4,4,4,False
1,0.25,29,22,20,True
2,0.5,32,26,23,False
3,0.75,117,76,67,False
4,1.0,72,52,51,False
1,0.25,24,19,19,True
2,0.5,32,25,24,False
3,0.75,17,13,12,False
4,1.0,16,16,15,False
1,0.25,22,18,17,True
2,0.5,82,60,57,False
3,0.75,6,6,6,True
4,1.0,42,36,33,True
1,0.25,9,9,9,True
2,0.5,6,6,6,False
3,0.75,3,3,3,True
4,1.0,9,9,9,False
1,0.25,46,32,29,True
2,0.5,150,76,73,False
3,0.75,30,22,22,False
4,1.0,1,1,1,False
1,0.2,27,21,20,True
2,0.4,85,62,58,False
3,0.6,4,4,4,True
4,0.8,91,70,66,False
5,1.0,30,25,25,False
1,0.16666666666666666,67,44,39,True
2,0.3333333333333333,46,33,33,False
3,0.5,6,6,6,False
4,0.6666666666666666,104,62,59,True
5,0.8333333333333334,6,6,6,False
6,1.0,41,35,35,False
1,0.2,68,33,33,True
2,0.4,154,96,87,False
3,0.6,26,20,20,False
4,0.8,11,11,11,False
5,1.0,19,17,17,False
1,0.16666666666666666,113,77,73,True
2,0.3333333333333333,138,93,85,False
3,0.5,117,82,81,True
4,0.6666666666666666,65,49,41,False
5,0.8333333333333334,100,71,70,True
6,1.0,7,7,7,False
1,0.1,88,52,52,True
2,0.2,10,10,10,False
3,0.3,4,4,4,True
4,0.4,43,34,31,False
5,0.5,9,9,9,True
6,0.6,49,38,35,False
7,0.7,92,63,60,False
8,0.8,11,10,10,False
9,0.9,31,25,24,False
10,1.0,10,9,9,False
1,0.2,34,25,25,True
2,0.4,16,13,13,False
3,0.6,16,14,14,True
4,0.8,10,9,9,False
5,1.0,13,9,9,False
1,0.16666666666666666,22,14,14,True
2,0.3333333333333333,115,65,59,False
3,0.5,2,2,2,True
4,0.6666666666666666,8,8,8,False
5,0.8333333333333334,9,8,8,False
6,1.0,18,16,16,False
1,0.25,87,56,56,True
2,0.5,39,30,30,False
3,0.75,1,1,1,False
4,1.0,1,1,1,False
1,0.14285714285714285,56,40,39,True
2,0.2857142857142857,51,44,40,False
3,0.42857142857142855,13,11,11,False
4,0.5714285714285714,90,75,71,True
5,0.7142857142857143,50,44,37,False
6,0.8571428571428571,71,52,51,True
7,1.0,34,30,29,False
1,0.3333333333333333,115,77,71,True
2,0.6666666666666666,30,26,25,False
3,1.0,3,3,3,True
1,0.16666666666666666,56,42,40,True
2,0.3333333333333333,11,10,10,False
3,0.5,13,11,11,True
4,0.6666666666666666,11,11,11,False
5,0.8333333333333334,10,10,10,True
6,1.0,19,17,17,False
1,0.16666666666666666,78,57,53,True
2,0.3333333333333333,109,67,66,False
3,0.5,121,68,66,True
4,0.6666666666666666,134,89,79,False
5,0.8333333333333334,32,28,26,True
6,1.0,9,8,8,False
1,0.1111111111111111,19,15,15,True
2,0.2222222222222222,38,30,29,False
3,0.3333333333333333,62,49,45,True
4,0.4444444444444444,25,22,22,False
5,0.5555555555555556,88,58,57,True
6,0.6666666666666666,51,40,39,False
7,0.7777777777777778,39,26,25,False
8,0.8888888888888888,32,26,26,False
9,1.0,12,9,9,False
1,0.3333333333333333,7,7,7,True
2,0.6666666666666666,53,39,37,False
3,1.0,45,36,34,False
1,0.2,21,17,17,True
2,0.4,97,64,56,False
3,0.6,21,18,18,True
4,0.8,13,13,13,False
5,1.0,5,5,5,False
1,0.25,74,48,46,True
2,0.5,58,47,46,False
3,0.75,105,68,60,False
4,1.0,31,30,30,False
1,0.1111111111111111,61,45,44,True
2,0.2222222222222222,166,100,84,False
3,0.3333333333333333,66,47,44,True
4,0.4444444444444444,42,35,34,False
5,0.5555555555555556,51,35,33,True
6,0.6666666666666666,19,17,17,False
7,0.7777777777777778,17,13,13,True
8,0.8888888888888888,12,11,11,False
9,1.0,13,13,13,False
1,0.2,76,60,60,True
2,0.4,118,77,72,True
3,0.6,135,83,75,False
4,0.8,107,72,70,False
5,1.0,169,97,90,False
1,0.125,66,47,44,True
2,0.25,30,26,24,False
3,0.375,30,23,22,True
4,0.5,12,12,12,False
5,0.625,56,44,42,True
6,0.75,50,39,37,False
7,0.875,104,78,76,True
8,1.0,17,13,13,False
1,0.3333333333333333,166,103,89,True
2,0.6666666666666666,119,84,81,False
3,1.0,225,127,115,True
1,0.14285714285714285,34,27,26,True
2,0.2857142857142857,28,23,22,False
3,0.42857142857142855,10,10,10,True
4,0.5714285714285714,21,21,21,False
5,0.7142857142857143,33,32,32,True
6,0.8571428571428571,27,23,23,False
7,1.0,41,28,27,True
1,0.14285714285714285,19,19,19,True
2,0.2857142857142857,115,79,74,False
3,0.42857142857142855,81,51,47,False
4,0.5714285714285714,60,44,40,False
5,0.7142857142857143,80,54,52,False
6,0.8571428571428571,40,33,30,False
7,1.0,7,7,7,False
1,0.2,34,28,28,True
2,0.4,50,41,40,False
3,0.6,37,30,29,False
4,0.8,28,25,25,True
5,1.0,27,25,25,False
1,0.25,75,53,50,True
2,0.5,34,27,25,False
3,0.75,18,15,14,False
4,1.0,47,37,37,False
1,0.16666666666666666,28,25,25,True
2,0.3333333333333333,12,12,12,False
3,0.5,8,7,7,True
4,0.6666666666666666,57,47,47,False
5,0.8333333333333334,10,9,9,True
6,1.0,10,9,9,False
1,0.25,96,62,56,True
2,0.5,44,37,36,False
3,0.75,4,4,4,False
4,1.0,82,63,61,True
1,0.3333333333333333,58,42,41,True
2,0.6666666666666666,148,96,84,False
3,1.0,20,17,17,False
1,0.1,51,43,42,True
2,0.2,55,42,41,False
3,0.3,78,63,59,False
4,0.4,37,27,27,False
5,0.5,54,45,45,False
6,0.6,19,17,17,False
7,0.7,71,46,43,True
8,0.8,28,25,25,False
9,0.9,20,19,19,True
10,1.0,3,3,3,False
1,0.2,11,11,11,True
2,0.4,37,30,29,False
3,0.6,3,3,3,True
4,0.8,16,15,15,False
5,1.0,9,8,8,False
1,0.3333333333333333,86,49,47,True
2,0.6666666666666666,74,52,48,False
3,1.0,9,7,7,False
1,0.3333333333333333,29,24,24,True
2,0.6666666666666666,90,66,63,False
3,1.0,47,31,29,False
1,0.2,27,26,26,True
2,0.4,27,24,24,False
3,0.6,43,34,30,False
4,0.8,23,21,21,True
5,1.0,4,4,4,False
1,0.3333333333333333,11,11,11,True
2,0.6666666666666666,60,46,43,False
3,1.0,4,4,4,True
1,0.3333333333333333,111,61,54,True
2,0.6666666666666666,52,42,42,False
3,1.0,74,52,46,False
1,0.3333333333333333,44,34,34,True
2,0.6666666666666666,25,22,22,False
3,1.0,16,15,14,False
1,0.25,8,8,8,True
2,0.5,41,35,33,False
3,0.75,28,26,26,False
4,1.0,63,48,46,False
1,0.3333333333333333,45,36,34,True
2,0.6666666666666666,22,21,21,False
3,1.0,37,34,33,False
1,0.3333333333333333,22,19,19,True
2,0.6666666666666666,52,44,42,False
3,1.0,30,26,25,False
1,0.3333333333333333,42,39,39,True
2,0.6666666666666666,37,30,28,False
3,1.0,91,63,56,False
1,0.16666666666666666,50,39,35,True
2,0.3333333333333333,33,26,24,False
3,0.5,10,9,9,True
4,0.6666666666666666,11,10,10,False
5,0.8333333333333334,23,21,21,True
6,1.0,54,50,47,False
1,0.1,29,18,16,True
2,0.2,159,110,96,False
3,0.3,18,14,14,True
4,0.4,85,58,52,False
5,0.5,4,4,4,True
6,0.6,29,29,28,False
7,0.7,18,17,17,True
8,0.8,10,10,10,False
9,0.9,33,25,25,True
10,1.0,30,23,23,False
1,0.16666666666666666,38,30,29,True
2,0.3333333333333333,15,14,14,True
3,0.5,16,15,15,False
4,0.6666666666666666,9,8,8,True
5,0.8333333333333334,6,5,5,True
6,1.0,22,20,20,False
1,0.2,94,67,65,True
2,0.4,121,73,67,False
3,0.6,178,104,96,False
4,0.8,19,17,17,False
5,1.0,57,39,37,False
1,0.14285714285714285,17,16,16,True
2,0.2857142857142857,74,52,51,False
3,0.42857142857142855,17,15,15,True
4,0.5714285714285714,115,78,75,False
5,0.7142857142857143,157,100,87,False
6,0.8571428571428571,2,2,2,True
7,1.0,9,8,8,False
1,0.14285714285714285,36,26,26,True
2,0.2857142857142857,20,18,18,False
3,0.42857142857142855,39,32,30,False
4,0.5714285714285714,5,5,5,False
5,0.7142857142857143,8,8,8,False
6,0.8571428571428571,21,16,16,False
7,1.0,6,6,6,False
1,0.25,35,25,24,True
2,0.5,14,14,14,False
3,0.75,31,26,26,False
4,1.0,9,9,9,False
1,0.3333333333333333,29,24,23,True
2,0.6666666666666666,49,41,38,False
3,1.0,42,32,32,False
1,0.3333333333333333,61,45,43,True
2,0.6666666666666666,10,9,9,False
3,1.0,2,2,2,True
1,0.14285714285714285,51,48,47,True
2,0.2857142857142857,25,23,23,False
3,0.42857142857142855,72,50,47,False
4,0.5714285714285714,38,29,29,True
5,0.7142857142857143,17,16,16,True
6,0.8571428571428571,28,25,24,False
7,1.0,10,9,9,True
1,0.1,46,35,35,True
2,0.2,20,18,15,False
3,0.3,58,47,46,True
4,0.4,70,43,41,False
5,0.5,143,86,81,True
6,0.6,31,22,21,False
7,0.7,94,43,42,True
8,0.8,72,60,55,False
9,0.9,115,85,80,True
10,1.0,7,7,7,False
1,0.25,16,12,12,True
2,0.5,47,44,40,False
3,0.75,60,49,48,False
4,1.0,11,10,10,False
1,0.3333333333333333,49,37,36,True
2,0.6666666666666666,53,45,44,False
3,1.0,27,22,22,True
1,0.3333333333333333,30,26,25,True
2,0.6666666666666666,38,32,32,False
3,1.0,40,29,29,False
1,0.25,100,76,74,True
2,0.5,25,19,19,False
3,0.75,7,7,7,False
4,1.0,7,7,7,False
1,0.25,107,62,58,True
2,0.5,33,30,27,False
3,0.75,26,21,21,False
4,1.0,19,16,16,False
1,0.25,72,36,35,True
2,0.5,93,68,63,False
3,0.75,6,5,5,True
4,1.0,15,13,13,False
1,0.25,42,36,35,True
2,0.5,24,20,20,False
3,0.75,12,11,11,True
4,1.0,14,13,13,False
1,0.25,25,22,21,True
2,0.5,37,32,30,False
3,0.75,6,5,5,True
4,1.0,7,7,7,False
1,0.2,16,13,13,True
2,0.4,48,40,36,False
3,0.6,45,34,33,True
4,0.8,35,28,28,True
5,1.0,27,20,20,False
1,0.16666666666666666,61,46,44,True
2,0.3333333333333333,129,80,70,False
3,0.5,47,34,33,False
4,0.6666666666666666,27,21,20,True
5,0.8333333333333334,46,37,36,False
6,1.0,5,5,5,False
1,0.3333333333333333,41,32,32,True
2,0.6666666666666666,33,29,29,False
3,1.0,9,9,9,True
1,0.2,21,19,19,True
2,0.4,337,151,127,False
3,0.6,59,44,44,True
4,0.8,18,16,16,False
5,1.0,21,17,17,True
1,0.25,42,30,30,True
2,0.5,69,51,48,False
3,0.75,33,24,22,True
4,1.0,24,22,20,False
1,0.16666666666666666,65,52,51,True
2,0.3333333333333333,77,52,48,False
3,0.5,63,49,48,True
4,0.6666666666666666,44,37,37,True
5,0.8333333333333334,8,8,8,False
6,1.0,111,75,68,False
1,0.2,27,23,23,True
2,0.4,52,45,41,False
3,0.6,20,19,19,True
4,0.8,36,28,27,False
5,1.0,9,8,8,True
1,0.14285714285714285,42,36,36,True
2,0.2857142857142857,62,50,48,False
3,0.42857142857142855,50,38,37,True
4,0.5714285714285714,24,22,22,False
5,0.7142857142857143,7,6,6,True
6,0.8571428571428571,4,4,4,False
7,1.0,55,40,38,True
1,0.25,64,47,42,True
2,0.5,49,43,42,False
3,0.75,35,29,28,False
4,1.0,25,17,17,True
1,0.25,29,22,22,True
2,0.5,22,18,17,False
3,0.75,21,17,17,True
4,1.0,7,6,6,False
1,0.3333333333333333,44,29,28,True
2,0.6666666666666666,48,38,37,False
3,1.0,5,5,5,False
1,0.3333333333333333,48,42,42,True
2,0.6666666666666666,26,20,20,False
3,1.0,12,11,11,True
1,0.125,20,17,17,True
2,0.25,46,38,37,False
3,0.375,11,11,11,True
4,0.5,22,21,20,False
5,0.625,20,17,17,True
6,0.75,22,20,20,False
7,0.875,16,15,15,True
8,1.0,17,16,16,False
1,0.2,28,27,26,True
2,0.4,225,137,119,False
3,0.6,43,34,34,False
4,0.8,8,7,7,False
5,1.0,4,4,4,False
1,0.3333333333333333,63,37,37,True
2,0.6666666666666666,49,39,35,False
3,1.0,3,3,3,True
1,0.3333333333333333,10,10,10,True
2,0.6666666666666666,85,55,51,False
3,1.0,26,23,22,True
1,0.3333333333333333,26,22,22,True
2,0.6666666666666666,43,40,38,False
3,1.0,16,15,15,False
1,0.3333333333333333,28,25,24,True
2,0.6666666666666666,82,62,59,False
3,1.0,47,35,35,False
1,0.1111111111111111,129,85,77,True
2,0.2222222222222222,79,63,59,False
3,0.3333333333333333,49,30,29,True
4,0.4444444444444444,61,39,38,True
5,0.5555555555555556,143,91,82,True
6,0.6666666666666666,54,42,42,False
7,0.7777777777777778,263,129,113,True
8,0.8888888888888888,138,75,68,False
9,1.0,134,93,86,True
1,0.3333333333333333,20,17,17,True
2,0.6666666666666666,18,18,17,False
3,1.0,13,11,11,False
1,0.16666666666666666,86,55,51,True
2,0.3333333333333333,50,39,38,False
3,0.5,14,14,14,False
4,0.6666666666666666,47,31,30,True
5,0.8333333333333334,92,53,49,True
6,1.0,30,26,26,False
1,0.25,68,48,47,True
2,0.5,39,35,32,False
3,0.75,51,42,40,True
4,1.0,20,18,18,False
1,0.25,99,69,62,True
2,0.5,48,39,39,False
3,0.75,189,114,103,True
4,1.0,16,15,15,False
1,0.16666666666666666,40,30,29,True
2,0.3333333333333333,15,14,14,False
3,0.5,31,27,27,True
4,0.6666666666666666,8,8,8,False
5,0.8333333333333334,16,16,16,True
6,1.0,5,5,5,False
1,0.16666666666666666,15,13,13,True
2,0.3333333333333333,177,108,92,False
3,0.5,7,7,7,True
4,0.6666666666666666,27,20,20,False
5,0.8333333333333334,96,61,53,True
6,1.0,49,38,35,False
1,0.3333333333333333,123,82,75,True
2,0.6666666666666666,41,36,36,False
3,1.0,55,40,38,False
1,0.25,33,28,28,True
2,0.5,79,58,56,False
3,0.75,62,45,45,True
4,1.0,25,22,22,False
1,0.3333333333333333,59,47,46,True
2,0.6666666666666666,69,53,51,False
3,1.0,87,57,55,False
1,0.25,28,23,23,True
2,0.5,124,82,76,False
3,0.75,101,69,66,True
4,1.0,27,24,24,False
1,0.25,36,30,29,True
2,0.5,58,45,43,False
3,0.75,18,15,15,True
4,1.0,17,15,15,False
1,0.3333333333333333,19,17,17,True
2,0.6666666666666666,17,16,16,False
3,1.0,47,39,38,False
1,0.25,36,27,27,True
2,0.5,150,76,73,False
3,0.75,50,40,40,True
4,1.0,22,20,20,False
1,0.16666666666666666,31,24,24,True
2,0.3333333333333333,18,17,16,False
3,0.5,69,47,44,True
4,0.6666666666666666,51,42,40,False
5,0.8333333333333334,48,31,31,True
6,1.0,4,4,4,False
1,0.2,24,22,20,True
2,0.4,5,5,5,False
3,0.6,13,12,12,True
4,0.8,159,107,103,False
5,1.0,80,50,45,False
1,0.3333333333333333,43,38,36,True
2,0.6666666666666666,53,42,42,False
3,1.0,15,14,14,False
1,0.25,14,13,13,True
2,0.5,132,87,76,False
3,0.75,5,5,5,True
4,1.0,4,4,4,False
1,0.25,41,32,31,True
2,0.5,5,5,5,False
3,0.75,10,10,10,True
4,1.0,26,18,17,False
1,0.2,6,6,6,True
2,0.4,49,37,35,False
3,0.6,3,3,3,False
4,0.8,59,50,48,False
5,1.0,135,79,74,False
1,0.3333333333333333,86,54,48,True
2,0.6666666666666666,41,32,31,False
3,1.0,20,18,17,True
1,0.3333333333333333,46,35,33,True
2,0.6666666666666666,25,22,21,False
3,1.0,35,31,28,False
1,0.2,13,13,13,True
2,0.4,21,20,20,False
3,0.6,19,17,17,False
4,0.8,1,1,1,True
5,1.0,96,73,71,False
1,0.3333333333333333,4,4,4,True
2,0.6666666666666666,28,24,24,False
3,1.0,141,76,70,False
1,0.3333333333333333,27,25,24,True
2,0.6666666666666666,98,67,60,False
3,1.0,15,13,13,True
1,0.2,92,65,62,True
2,0.4,50,36,31,False
3,0.6,9,9,9,True
4,0.8,30,27,27,True
5,1.0,10,10,10,False
1,0.25,65,44,42,True
2,0.5,187,120,106,False
3,0.75,62,49,49,True
4,1.0,137,96,90,False
1,0.25,25,24,24,True
2,0.5,36,26,26,False
3,0.75,32,26,25,True
4,1.0,19,16,16,False
1,0.25,149,97,94,True
2,0.5,31,25,24,False
3,0.75,34,27,25,False
4,1.0,19,13,13,False
1,0.25,19,17,17,True
2,0.5,29,27,25,False
3,0.75,19,17,17,True
4,1.0,22,19,19,False
1,0.3333333333333333,63,46,42,True
2,0.6666666666666666,32,28,27,False
3,1.0,28,25,25,False
1,0.3333333333333333,19,16,15,True
2,0.6666666666666666,25,22,21,False
3,1.0,2,2,2,False
1,0.3333333333333333,9,9,9,True
2,0.6666666666666666,7,7,7,False
3,1.0,30,24,23,False
1,0.3333333333333333,39,32,32,True
2,0.6666666666666666,31,21,20,False
3,1.0,16,12,12,False
1,0.25,36,27,27,True
2,0.5,39,36,35,False
3,0.75,29,26,26,True
4,1.0,96,69,63,False
1,0.16666666666666666,99,64,59,True
2,0.3333333333333333,101,72,67,False
3,0.5,31,26,22,False
5,0.8333333333333334,26,24,24,True
6,1.0,144,106,100,True
7,1.1666666666666667,44,39,39,False
1,0.25,23,23,23,True
2,0.5,23,21,21,False
3,0.75,33,25,23,True
4,1.0,41,32,32,False
1,0.125,255,164,146,True
2,0.25,62,46,42,False
3,0.375,65,53,51,True
4,0.5,61,46,46,False
5,0.625,83,47,46,True
6,0.75,12,11,11,False
7,0.875,22,20,19,True
8,1.0,5,5,5,False
1,0.125,62,46,43,True
2,0.25,62,48,47,False
3,0.375,15,15,15,False
4,0.5,21,17,17,True
5,0.625,13,13,13,True
6,0.75,7,7,7,False
7,0.875,18,15,15,True
8,1.0,4,4,4,False
1,0.125,23,19,17,True
2,0.25,11,11,11,False
3,0.375,7,7,7,True
4,0.5,38,33,31,False
5,0.625,5,4,4,True
6,0.75,4,4,4,False
7,0.875,3,3,3,False
8,1.0,49,40,39,False
1,0.125,76,65,63,True
2,0.25,220,120,105,False
3,0.375,109,77,76,True
4,0.5,19,17,17,False
5,0.625,60,44,42,True
6,0.75,26,22,22,False
7,0.875,34,29,28,False
8,1.0,57,43,41,False
1,0.25,99,64,56,True
2,0.5,36,31,30,False
3,0.75,126,81,73,True
4,1.0,30,22,22,False
1,0.3333333333333333,68,59,57,True
2,0.6666666666666666,31,27,26,False
3,1.0,47,37,36,False
1,0.25,38,28,28,True
2,0.5,34,31,30,False
3,0.75,23,18,18,True
4,1.0,426,201,167,False
1,0.3333333333333333,41,28,28,True
2,0.6666666666666666,30,28,28,False
3,1.0,11,9,9,False
1,0.25,47,32,31,True
2,0.5,43,33,32,False
3,0.75,19,17,17,True
4,1.0,16,15,15,False
1,0.25,106,75,71,True
2,0.5,60,45,44,False
3,0.75,8,8,8,False
4,1.0,37,31,31,False
1,0.3333333333333333,111,80,78,True
2,0.6666666666666666,54,40,37,False
3,1.0,97,66,64,True
1,0.3333333333333333,33,25,24,True
2,0.6666666666666666,45,37,35,False
3,1.0,17,14,14,True
1,0.3333333333333333,27,20,20,True
2,0.6666666666666666,76,54,47,False
3,1.0,1,1,1,False
1,0.25,59,38,37,True
2,0.5,42,30,30,False
3,0.75,3,3,3,True
4,1.0,7,6,6,False
1,0.16666666666666666,26,22,21,True
2,0.3333333333333333,95,67,62,False
3,0.5,38,29,29,True
4,0.6666666666666666,133,92,84,False
5,0.8333333333333334,101,69,68,True
6,1.0,2,2,2,False
1,0.25,67,43,40,True
2,0.5,431,177,143,False
3,0.75,16,14,14,True
4,1.0,140,89,78,False
1,0.2,58,40,39,True
2,0.4,146,92,79,False
3,0.6,65,44,42,True
4,0.8,99,61,57,False
5,1.0,84,61,53,True
1,0.3333333333333333,26,25,25,True
2,0.6666666666666666,67,46,42,False
3,1.0,41,31,29,False
1,0.2,66,54,52,True
2,0.4,47,37,35,False
3,0.6,21,18,17,True
4,0.8,12,12,12,True
5,1.0,4,4,4,False
1,0.25,31,26,25,True
2,0.5,27,24,24,False
3,0.75,4,4,4,True
4,1.0,4,4,4,False
1,0.25,135,78,75,True
2,0.5,58,47,46,False
3,0.75,26,25,24,True
4,1.0,38,26,26,False
1,0.25,65,46,43,True
2,0.5,35,30,30,False
3,0.75,23,19,19,True
4,1.0,6,6,6,False
1,0.16666666666666666,61,50,47,True
2,0.3333333333333333,9,8,8,False
3,0.5,45,36,36,False
4,0.6666666666666666,25,24,23,False
5,0.8333333333333334,92,67,63,False
6,1.0,66,48,42,False
1,0.25,76,58,54,True
2,0.5,47,40,38,False
3,0.75,47,35,35,True
4,1.0,15,13,13,False
1,0.25,57,30,30,True
2,0.5,93,66,58,False
3,0.75,46,28,28,True
4,1.0,31,26,26,False
1,0.25,21,19,19,True
2,0.5,63,47,45,False
3,0.75,14,13,13,True
